,User_ID,Calories,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
1647,18153224,81.0,male,48,184.0,82.0,15.0,96.0,40.2
1648,16174483,52.0,male,74,185.0,93.0,9.0,89.0,39.7
1649,17492258,118.0,female,26,162.0,56.0,21.0,101.0,40.5
1650,19614585,114.0,male,40,176.0,78.0,19.0,103.0,40.4
1651,18777930,140.0,female,28,163.0,63.0,23.0,106.0,40.7
1652,19614404,8.0,female,61,158.0,62.0,2.0,79.0,38.2
1653,12163871,2.0,male,48,187.0,87.0,1.0,70.0,37.7
1654,19119756,162.0,female,36,157.0,54.0,26.0,105.0,40.6
1655,10866924,76.0,female,65,165.0,65.0,14.0,94.0,39.9
1656,19535672,86.0,male,55,190.0,93.0,14.0,97.0,40.2
1657,14057358,221.0,male,69,203.0,107.0,24.0,111.0,41.3
1658,13117579,47.0,male,30,165.0,69.0,13.0,92.0,39.9
1659,12051724,177.0,female,24,182.0,71.0,30.0,106.0,41.0
1660,11597153,98.0,female,61,163.0,65.0,19.0,92.0,40.6
1661,12958377,276.0,male,57,208.0,113.0,29.0,116.0,41.0
1662,18059709,97.0,female,50,179.0,73.0,17.0,100.0,40.0
1663,14056325,226.0,male,78,174.0,77.0,28.0,105.0,40.8
1664,19724958,84.0,female,50,162.0,62.0,15.0,98.0,40.0
1665,16886392,266.0,male,72,194.0,98.0,29.0,111.0,40.8
1666,15568308,32.0,male,51,202.0,105.0,7.0,86.0,39.6
1667,10770371,13.0,female,21,174.0,73.0,3.0,93.0,38.2
1668,15168576,68.0,female,21,138.0,44.0,13.0,97.0,40.0
1669,15105311,111.0,female,25,185.0,79.0,27.0,90.0,40.7
1670,16303342,43.0,female,27,170.0,66.0,9.0,94.0,39.8
1671,18663752,202.0,male,50,195.0,94.0,29.0,104.0,40.9
1672,11666208,85.0,female,21,158.0,57.0,17.0,96.0,40.4
1673,11368510,107.0,male,35,197.0,100.0,16.0,106.0,40.3
1674,12424830,63.0,male,52,167.0,74.0,11.0,98.0,39.7
1675,19049706,50.0,male,29,190.0,93.0,13.0,90.0,39.8
1676,14798386,112.0,female,24,167.0,62.0,18.0,108.0,40.5
1677,12675600,11.0,male,24,205.0,110.0,5.0,78.0,39.0
1678,18680931,159.0,female,39,156.0,59.0,26.0,104.0,40.7
1679,15737831,182.0,male,30,184.0,86.0,29.0,107.0,40.8
1680,16788844,69.0,male,44,177.0,77.0,16.0,91.0,40.5
1681,15635372,175.0,male,71,193.0,98.0,24.0,99.0,40.9
1682,17008515,8.0,male,33,180.0,82.0,3.0,83.0,39.0
1683,12663057,174.0,female,23,161.0,60.0,26.0,112.0,40.5
1684,10384770,23.0,female,37,194.0,81.0,7.0,81.0,39.4
1685,12328096,93.0,female,26,163.0,57.0,20.0,92.0,40.8
1686,13018937,16.0,female,25,164.0,62.0,4.0,86.0,38.8
1687,18849126,37.0,female,52,170.0,64.0,8.0,88.0,39.8
1688,16408479,5.0,male,61,185.0,85.0,2.0,73.0,38.2
1689,13589867,118.0,female,35,167.0,63.0,20.0,103.0,40.4
1690,13130803,10.0,male,26,197.0,101.0,3.0,86.0,38.5
1691,16894712,74.0,female,33,167.0,65.0,16.0,92.0,40.1
1692,18089110,88.0,male,48,199.0,103.0,15.0,96.0,40.3
1693,10155559,86.0,male,20,176.0,80.0,18.0,101.0,40.4
1694,18607938,111.0,female,73,190.0,91.0,18.0,103.0,40.1
1695,10846576,24.0,male,27,158.0,65.0,9.0,87.0,39.4
1696,14421345,151.0,female,42,155.0,57.0,22.0,110.0,40.6
1697,16716471,136.0,male,38,181.0,82.0,24.0,101.0,40.9
1698,18970960,9.0,male,36,195.0,100.0,4.0,77.0,39.0
1699,10224390,108.0,male,69,177.0,76.0,15.0,102.0,40.3
1700,15934903,21.0,male,21,197.0,89.0,9.0,83.0,39.8
1701,13854199,206.0,female,53,167.0,69.0,30.0,110.0,41.0
1702,16044841,95.0,male,26,187.0,84.0,17.0,104.0,40.3
1703,18716245,45.0,female,28,139.0,42.0,9.0,93.0,40.0
1704,10365426,161.0,female,23,172.0,65.0,26.0,108.0,40.6
1705,10157076,34.0,female,64,176.0,74.0,6.0,97.0,39.1
1706,18316902,137.0,female,47,166.0,64.0,21.0,107.0,40.6
1707,14533728,11.0,male,50,193.0,99.0,3.0,81.0,38.3
1708,10030155,157.0,female,49,185.0,79.0,27.0,102.0,41.2
1709,13999064,116.0,female,28,161.0,58.0,21.0,100.0,40.4
1710,19583303,54.0,female,24,171.0,64.0,13.0,89.0,39.8
1711,17689475,57.0,female,33,140.0,45.0,12.0,90.0,39.5
1712,16642813,19.0,female,72,165.0,69.0,4.0,86.0,38.7
1713,12736185,56.0,male,60,192.0,98.0,10.0,91.0,39.8
1714,14706546,45.0,female,51,168.0,66.0,11.0,84.0,40.1
1715,14022979,169.0,male,75,188.0,96.0,21.0,103.0,40.4
1716,12792706,57.0,male,47,187.0,95.0,12.0,90.0,40.4
1717,15420566,156.0,female,46,170.0,69.0,26.0,103.0,40.6
1718,17557831,40.0,female,37,159.0,62.0,9.0,89.0,39.6
1719,14312118,185.0,male,30,194.0,91.0,26.0,112.0,40.7
1720,18857418,74.0,female,56,149.0,49.0,14.0,92.0,40.1
1721,12764118,90.0,male,40,172.0,69.0,16.0,102.0,40.3
1722,12226404,133.0,female,26,170.0,63.0,22.0,106.0,40.4
1723,16250058,34.0,female,45,170.0,62.0,8.0,86.0,39.4
1724,17554153,118.0,male,41,200.0,103.0,18.0,103.0,40.5
1725,15880408,19.0,female,23,143.0,45.0,4.0,91.0,39.3
1726,11492514,185.0,male,49,171.0,71.0,27.0,107.0,40.8
1727,17615160,11.0,female,23,161.0,55.0,3.0,83.0,38.3
1728,17418995,39.0,female,25,168.0,66.0,9.0,91.0,39.7
1729,17850748,102.0,male,53,179.0,78.0,20.0,93.0,40.8
1730,17227640,85.0,male,43,193.0,92.0,13.0,104.0,40.0
1731,17261510,10.0,female,37,161.0,57.0,3.0,78.0,38.7
1732,14524071,220.0,female,34,160.0,63.0,29.0,119.0,41.3
1733,18687349,103.0,female,55,160.0,62.0,19.0,95.0,40.7
1734,14376196,7.0,male,32,186.0,86.0,3.0,80.0,38.5
1735,17974635,37.0,male,53,179.0,79.0,9.0,86.0,39.7
1736,13412913,38.0,female,33,178.0,72.0,9.0,89.0,39.9
1737,16333560,170.0,male,20,189.0,92.0,28.0,108.0,40.9
1738,11793437,25.0,female,22,173.0,73.0,7.0,85.0,39.1
1739,18752018,112.0,male,47,167.0,74.0,18.0,103.0,40.0
1740,11813226,6.0,female,35,160.0,58.0,2.0,77.0,38.2
1741,17124674,114.0,male,20,190.0,86.0,22.0,103.0,40.7
1742,11694485,30.0,female,31,149.0,48.0,7.0,87.0,39.8
1743,19896929,138.0,female,42,178.0,72.0,23.0,104.0,40.6
1744,19318419,105.0,male,57,192.0,97.0,17.0,96.0,40.4
1745,16901819,40.0,male,37,185.0,85.0,10.0,90.0,39.6
1746,11963924,143.0,female,70,179.0,80.0,22.0,105.0,40.5
1747,19713379,15.0,male,31,183.0,81.0,8.0,78.0,39.7
1748,14500931,49.0,male,30,197.0,95.0,12.0,91.0,40.2
1749,15467028,177.0,male,61,169.0,75.0,24.0,106.0,41.1
1750,12450308,90.0,female,35,159.0,63.0,19.0,92.0,40.4
1751,18375383,59.0,female,67,167.0,63.0,12.0,89.0,40.0
1752,18097581,190.0,male,72,187.0,83.0,24.0,105.0,40.8
1753,15891252,38.0,female,25,175.0,73.0,10.0,86.0,39.8
1754,17694353,93.0,female,60,169.0,64.0,16.0,98.0,40.2
1755,18690190,118.0,male,23,186.0,93.0,19.0,108.0,40.2
1756,18729355,48.0,female,67,154.0,58.0,9.0,92.0,39.9
1757,17062945,8.0,female,49,164.0,62.0,2.0,84.0,38.5
1758,18331538,60.0,female,30,163.0,64.0,14.0,89.0,40.4
1759,15482868,176.0,female,66,145.0,52.0,24.0,110.0,40.5
1760,14078000,18.0,female,32,182.0,81.0,4.0,92.0,39.1
1761,18094630,138.0,male,38,171.0,76.0,25.0,101.0,40.9
1762,15863427,10.0,male,24,187.0,85.0,9.0,75.0,39.9
1763,13055947,87.0,female,29,173.0,66.0,19.0,92.0,40.4
1764,18242911,59.0,female,32,162.0,63.0,14.0,88.0,39.9
1765,12161877,144.0,male,56,182.0,86.0,20.0,105.0,40.7
1766,10315717,14.0,female,67,155.0,56.0,4.0,74.0,39.0
1767,14551120,69.0,female,44,168.0,67.0,19.0,81.0,40.5
1768,12071382,14.0,female,60,158.0,59.0,4.0,77.0,38.6
1769,13327512,57.0,male,36,196.0,103.0,10.0,99.0,39.7
1770,11917056,146.0,female,69,138.0,44.0,22.0,102.0,40.4
1771,11702556,54.0,female,24,164.0,61.0,16.0,81.0,40.0
1772,12832993,48.0,female,45,168.0,60.0,12.0,83.0,40.0
1773,11611546,134.0,male,20,200.0,94.0,25.0,103.0,40.7
1774,18923889,174.0,male,28,180.0,81.0,28.0,108.0,41.2
1775,11280125,8.0,male,57,197.0,93.0,2.0,82.0,38.4
1776,10170142,68.0,male,55,182.0,87.0,12.0,95.0,39.8
1777,13092174,68.0,female,53,150.0,54.0,15.0,86.0,40.2
1778,19810935,151.0,male,40,186.0,92.0,23.0,105.0,40.8
1779,18365578,87.0,female,55,184.0,73.0,16.0,97.0,40.1
1780,15996193,51.0,male,49,187.0,86.0,11.0,90.0,39.8
1781,14680690,78.0,female,45,174.0,77.0,15.0,97.0,40.4
1782,16196279,20.0,male,56,190.0,95.0,5.0,82.0,39.0
1783,14478823,87.0,male,32,151.0,58.0,19.0,99.0,40.6
1784,13074169,39.0,male,33,189.0,88.0,10.0,90.0,39.7
1785,10067456,204.0,female,39,169.0,62.0,29.0,113.0,41.0
1786,18327253,48.0,male,24,190.0,92.0,13.0,91.0,40.0
1787,18411334,240.0,male,26,197.0,99.0,30.0,118.0,41.1
1788,15883945,1.0,male,24,173.0,70.0,1.0,79.0,37.7
1789,16359045,126.0,male,34,170.0,68.0,23.0,103.0,40.5
1790,19090637,79.0,male,44,186.0,86.0,13.0,101.0,40.0
1791,13725013,68.0,male,28,186.0,78.0,19.0,91.0,40.2
1792,14103375,74.0,female,32,149.0,49.0,15.0,93.0,40.3
1793,19855548,122.0,male,21,189.0,90.0,23.0,103.0,40.9
1794,13566344,141.0,male,55,195.0,100.0,21.0,100.0,40.9
1795,18809970,128.0,female,78,179.0,80.0,21.0,100.0,40.8
1796,13912212,41.0,male,31,193.0,97.0,9.0,94.0,39.7
1797,17984882,9.0,male,22,188.0,85.0,3.0,87.0,38.2
1798,13538652,47.0,female,56,177.0,76.0,11.0,86.0,39.6
1799,12370784,49.0,male,36,171.0,75.0,13.0,90.0,40.3
1800,15718541,119.0,female,27,146.0,49.0,22.0,98.0,40.5
1801,11731299,192.0,female,54,179.0,72.0,28.0,110.0,40.9
1802,12627486,153.0,male,23,190.0,95.0,27.0,104.0,40.5
1803,17091336,8.0,male,21,175.0,71.0,3.0,88.0,38.7
1804,16028391,106.0,male,25,176.0,75.0,21.0,102.0,40.4
1805,17714687,57.0,female,76,174.0,69.0,12.0,86.0,39.9
1806,16077223,144.0,female,31,157.0,58.0,24.0,104.0,40.4
1807,13568528,10.0,male,67,177.0,77.0,3.0,77.0,38.3
1808,19021959,63.0,male,64,184.0,87.0,12.0,89.0,40.0
1809,15760196,4.0,male,39,203.0,103.0,2.0,74.0,38.2
1810,19884130,204.0,female,21,153.0,56.0,29.0,115.0,40.9
1811,10684961,35.0,male,26,184.0,86.0,8.0,96.0,39.4
1812,16689737,138.0,female,27,172.0,69.0,24.0,104.0,41.0
1813,19926530,141.0,male,20,183.0,87.0,25.0,106.0,40.1
1814,13774084,199.0,male,77,170.0,74.0,24.0,107.0,40.8
1815,19121335,24.0,female,31,168.0,69.0,6.0,86.0,39.0
1816,15484767,219.0,male,42,180.0,83.0,28.0,114.0,40.8
1817,14933337,138.0,female,21,169.0,64.0,24.0,104.0,41.0
1818,14710903,14.0,female,27,163.0,60.0,4.0,82.0,38.7
1819,18733738,66.0,female,26,144.0,44.0,15.0,88.0,40.2
1820,14472759,182.0,female,30,142.0,52.0,30.0,104.0,40.9
1821,12441066,113.0,female,59,155.0,55.0,20.0,96.0,40.4
1822,10027237,43.0,male,30,181.0,79.0,10.0,95.0,40.1
1823,16442004,88.0,female,27,167.0,63.0,15.0,104.0,40.2
1824,17216441,33.0,male,30,185.0,87.0,10.0,87.0,39.7
1825,15744005,77.0,female,26,163.0,62.0,15.0,97.0,40.2
1826,10194818,126.0,female,60,161.0,64.0,21.0,100.0,40.3
1827,17472819,207.0,female,76,151.0,55.0,27.0,112.0,40.5
1828,17153960,20.0,female,48,158.0,54.0,4.0,91.0,38.9
1829,15711049,126.0,male,28,168.0,75.0,25.0,101.0,40.9
1830,10888484,21.0,female,20,170.0,59.0,6.0,83.0,39.3
1831,14890041,144.0,female,30,167.0,66.0,27.0,99.0,40.9
1832,12405045,8.0,male,46,174.0,80.0,2.0,89.0,38.1
1833,19188007,37.0,male,42,179.0,80.0,8.0,93.0,39.4
1834,15320337,164.0,female,58,149.0,54.0,24.0,107.0,40.4
1835,18667371,27.0,male,59,187.0,93.0,6.0,85.0,39.3
1836,17535808,122.0,female,26,170.0,66.0,20.0,107.0,40.3
1837,15513005,121.0,female,47,155.0,57.0,21.0,99.0,40.7
1838,10426947,113.0,female,32,157.0,52.0,20.0,100.0,40.3
1839,17030954,75.0,male,44,184.0,89.0,14.0,96.0,40.2
1840,12360682,50.0,female,54,175.0,71.0,11.0,88.0,39.7
1841,14448911,7.0,male,28,181.0,82.0,3.0,83.0,38.6
1842,19653174,75.0,male,60,194.0,101.0,13.0,92.0,39.7
1843,13091819,49.0,female,42,152.0,58.0,9.0,97.0,39.8
1844,18252836,170.0,female,63,162.0,61.0,27.0,102.0,41.0
1845,19017324,166.0,female,32,161.0,59.0,25.0,110.0,40.7
1846,12527262,86.0,female,30,157.0,55.0,17.0,95.0,40.3
1847,14426620,120.0,female,30,157.0,52.0,23.0,96.0,40.5
1848,18542341,94.0,female,40,169.0,70.0,18.0,97.0,40.5
1849,18276352,42.0,male,21,184.0,87.0,10.0,96.0,39.9
1850,17026726,48.0,male,75,188.0,98.0,7.0,95.0,39.2
1851,19111574,187.0,male,49,181.0,84.0,28.0,104.0,40.8
1852,11710211,95.0,male,44,175.0,79.0,19.0,95.0,40.7
1853,16960633,63.0,male,23,175.0,75.0,15.0,97.0,40.3
1854,12556007,116.0,female,44,183.0,82.0,20.0,103.0,40.4
1855,17185493,105.0,male,29,180.0,82.0,19.0,103.0,40.5
1856,10553432,35.0,male,54,190.0,94.0,8.0,86.0,39.8
1857,12682880,38.0,male,66,189.0,88.0,8.0,85.0,39.8
1858,11085102,87.0,male,34,191.0,96.0,15.0,101.0,40.3
1859,15874706,21.0,female,28,175.0,71.0,6.0,83.0,39.3
1860,16573075,56.0,female,46,155.0,60.0,10.0,98.0,39.8
1861,17917302,66.0,female,25,167.0,65.0,14.0,94.0,39.8
1862,18247922,36.0,male,55,195.0,102.0,8.0,85.0,39.5
1863,15816735,117.0,female,65,153.0,55.0,18.0,103.0,40.5
1864,18150920,142.0,male,23,179.0,80.0,29.0,101.0,41.0
1865,15734753,16.0,female,20,178.0,70.0,5.0,81.0,39.5
1866,10304544,40.0,female,63,175.0,72.0,9.0,86.0,39.2
1867,12801312,4.0,female,59,169.0,69.0,1.0,82.0,38.0
1868,10129534,150.0,male,23,177.0,85.0,22.0,113.0,40.7
1869,19109837,10.0,female,48,154.0,57.0,2.0,91.0,38.6
1870,16735618,28.0,female,54,154.0,58.0,7.0,82.0,39.4
1871,10171710,185.0,male,45,187.0,91.0,25.0,109.0,41.0
1872,19323323,56.0,male,24,174.0,80.0,12.0,99.0,40.1
1873,15128413,77.0,female,26,176.0,63.0,17.0,92.0,40.5
1874,11411479,62.0,female,79,158.0,62.0,13.0,85.0,40.0
1875,11273113,56.0,female,59,154.0,55.0,9.0,101.0,39.7
1876,10543650,25.0,female,55,164.0,63.0,6.0,84.0,39.3
1877,19558872,73.0,male,28,169.0,75.0,15.0,100.0,40.6
1878,17768260,33.0,female,23,148.0,47.0,8.0,87.0,39.5
1879,15594857,3.0,male,41,178.0,84.0,1.0,79.0,37.7
1880,18213523,181.0,female,50,160.0,53.0,27.0,107.0,40.8
1881,13536322,85.0,female,35,143.0,44.0,16.0,95.0,40.1
1882,18933605,149.0,female,20,157.0,56.0,26.0,103.0,40.4
1883,10216276,96.0,male,57,180.0,87.0,19.0,90.0,40.2
1884,19193286,38.0,female,24,170.0,67.0,8.0,95.0,39.4
1885,15552704,68.0,female,63,155.0,58.0,14.0,88.0,40.2
1886,16852884,211.0,female,64,148.0,50.0,28.0,112.0,40.8
1887,17026665,48.0,male,27,178.0,81.0,11.0,96.0,40.0
1888,16872413,7.0,female,29,160.0,60.0,2.0,80.0,38.2
1889,18442309,25.0,male,26,169.0,73.0,10.0,85.0,39.8
1890,17580254,71.0,female,68,162.0,59.0,13.0,93.0,40.0
1891,13859275,190.0,female,46,151.0,51.0,28.0,108.0,40.9
1892,18263717,99.0,male,25,181.0,84.0,19.0,102.0,40.6
1893,11409364,60.0,male,73,179.0,87.0,10.0,91.0,39.6
1894,14226839,12.0,female,41,157.0,59.0,3.0,85.0,38.6
1895,18359199,135.0,male,71,186.0,82.0,19.0,100.0,40.2
1896,16332594,104.0,female,59,135.0,38.0,17.0,98.0,40.4
1897,10488774,5.0,female,67,173.0,73.0,1.0,88.0,38.0
1898,10561782,181.0,male,57,175.0,82.0,22.0,112.0,40.2
1899,11980382,16.0,male,43,175.0,79.0,5.0,83.0,39.4
1900,15952846,167.0,male,73,188.0,95.0,21.0,103.0,40.4
1901,14662497,169.0,female,33,170.0,64.0,28.0,105.0,40.6
1902,11237152,144.0,male,42,182.0,87.0,21.0,107.0,40.1
1903,19113921,168.0,male,52,201.0,105.0,23.0,104.0,40.7
1904,18468299,211.0,male,73,184.0,82.0,27.0,104.0,40.7
1905,15225091,40.0,male,22,181.0,78.0,15.0,87.0,40.3
1906,18799338,165.0,female,45,158.0,57.0,24.0,110.0,40.5
1907,10210809,49.0,male,39,174.0,76.0,17.0,83.0,40.5
1908,14546209,161.0,female,47,174.0,73.0,28.0,101.0,40.9
1909,14839747,94.0,male,67,212.0,124.0,16.0,87.0,40.1
1910,10134201,72.0,male,48,186.0,85.0,17.0,88.0,40.6
1911,17781417,19.0,female,75,157.0,61.0,5.0,77.0,39.2
1912,15146091,174.0,male,34,184.0,84.0,30.0,103.0,40.7
1913,16546834,53.0,male,20,192.0,91.0,12.0,97.0,40.1
1914,17763472,55.0,female,27,162.0,58.0,13.0,88.0,40.3
1915,16092509,22.0,male,36,185.0,79.0,6.0,89.0,39.1
1916,15637504,56.0,female,21,165.0,61.0,15.0,85.0,40.4
1917,12826306,4.0,male,22,189.0,93.0,3.0,76.0,38.4
1918,17749763,79.0,female,31,179.0,73.0,18.0,91.0,40.3
1919,11586141,98.0,male,31,191.0,94.0,19.0,98.0,40.3
1920,19852884,5.0,male,21,179.0,74.0,3.0,81.0,38.6
1921,12274315,64.0,female,25,166.0,68.0,12.0,100.0,40.2
1922,14545182,26.0,female,50,177.0,73.0,6.0,88.0,39.3
1923,19184527,57.0,male,31,192.0,96.0,12.0,95.0,40.4
1924,12571478,79.0,male,45,190.0,87.0,14.0,98.0,40.0
1925,10485314,101.0,female,30,160.0,59.0,19.0,98.0,40.6
1926,12628830,131.0,male,74,200.0,109.0,17.0,99.0,40.1
1927,13289694,215.0,male,57,182.0,84.0,28.0,108.0,40.9
1928,18612460,142.0,female,41,188.0,79.0,25.0,102.0,40.4
1929,11618424,111.0,male,72,195.0,99.0,15.0,99.0,40.4
1930,14909143,249.0,male,67,186.0,89.0,29.0,110.0,41.1
1931,18430323,242.0,male,47,182.0,89.0,30.0,113.0,41.1
1932,19580552,119.0,female,55,170.0,72.0,21.0,99.0,40.7
1933,12631109,104.0,male,77,203.0,102.0,15.0,94.0,40.1
1934,18680726,20.0,male,58,172.0,77.0,6.0,80.0,39.3
1935,13811073,54.0,female,29,176.0,67.0,13.0,88.0,40.1
1936,12596444,36.0,female,52,165.0,65.0,7.0,93.0,39.0
1937,19292897,186.0,male,68,183.0,90.0,24.0,104.0,40.8
1938,18415120,42.0,male,37,182.0,82.0,11.0,89.0,39.8
1939,15136610,60.0,female,36,167.0,69.0,12.0,95.0,39.8
1940,15246189,57.0,female,39,163.0,60.0,12.0,91.0,40.2
1941,11009980,44.0,female,20,155.0,51.0,11.0,86.0,39.9
1942,16884579,55.0,female,21,167.0,64.0,13.0,90.0,40.1
1943,16268386,7.0,male,31,193.0,98.0,2.0,87.0,38.5
1944,18655705,99.0,female,38,162.0,60.0,19.0,96.0,40.5
1945,17004999,103.0,female,21,180.0,75.0,20.0,100.0,40.6
1946,15719713,28.0,female,49,171.0,64.0,6.0,89.0,39.6
1947,19140214,19.0,male,31,179.0,82.0,6.0,87.0,39.1
1948,17465417,53.0,female,28,159.0,56.0,11.0,93.0,40.0
1949,16347135,179.0,female,54,162.0,59.0,24.0,114.0,40.8
1950,12834296,185.0,male,33,186.0,83.0,24.0,116.0,40.3
1951,18198579,53.0,male,67,181.0,84.0,9.0,93.0,39.9
1952,10842264,93.0,female,22,163.0,59.0,16.0,104.0,40.1
1953,19929063,142.0,female,49,172.0,69.0,23.0,104.0,40.7
1954,16403093,152.0,male,46,171.0,73.0,26.0,101.0,40.7
1955,17909757,54.0,female,43,166.0,66.0,12.0,89.0,40.1
1956,12387955,26.0,female,40,160.0,59.0,7.0,81.0,39.8
1957,10387714,106.0,female,32,163.0,66.0,19.0,101.0,40.7
1958,17786931,28.0,male,54,186.0,90.0,7.0,84.0,39.4
1959,12015336,118.0,male,25,193.0,86.0,23.0,101.0,40.5
1960,19585696,183.0,female,58,167.0,62.0,28.0,105.0,40.7
1961,19981365,57.0,male,74,189.0,87.0,9.0,93.0,39.8
1962,18544417,17.0,male,43,184.0,88.0,4.0,89.0,39.2
1963,15006801,132.0,male,54,180.0,79.0,19.0,105.0,40.3
1964,14608298,4.0,female,47,173.0,69.0,1.0,80.0,37.3
1965,12851776,156.0,female,41,149.0,54.0,26.0,102.0,40.7
1966,15099951,28.0,male,22,194.0,93.0,8.0,90.0,39.6
1967,14805647,155.0,female,64,163.0,60.0,24.0,103.0,40.4
1968,15593520,88.0,female,53,177.0,77.0,17.0,95.0,40.1
1969,18256224,9.0,male,22,163.0,62.0,4.0,86.0,38.3
1970,10429524,36.0,female,32,153.0,55.0,8.0,89.0,39.5
1971,13841133,32.0,female,56,162.0,66.0,7.0,88.0,39.4
1972,12729324,33.0,female,51,180.0,76.0,8.0,86.0,39.3
1973,11315992,145.0,female,53,171.0,68.0,24.0,102.0,41.1
1974,18072181,102.0,male,22,186.0,81.0,21.0,101.0,40.3
1975,12383913,79.0,female,24,157.0,56.0,15.0,98.0,39.7
1976,10469759,58.0,female,20,162.0,57.0,12.0,95.0,39.8
1977,16803455,125.0,female,22,150.0,52.0,22.0,102.0,40.7
1978,12305352,195.0,male,39,165.0,69.0,30.0,108.0,41.0
1979,13114604,47.0,female,49,161.0,57.0,10.0,89.0,40.2
1980,18246392,133.0,male,68,190.0,99.0,19.0,98.0,40.4
1981,14710699,134.0,male,37,172.0,77.0,22.0,105.0,40.5
1982,14174462,219.0,female,41,180.0,73.0,29.0,119.0,41.1
1983,13315933,208.0,male,44,192.0,94.0,28.0,109.0,41.1
1984,18417736,121.0,male,36,197.0,96.0,23.0,97.0,40.4
1985,19757705,178.0,male,44,173.0,69.0,27.0,107.0,40.9
1986,17883346,122.0,female,48,175.0,69.0,21.0,101.0,40.3
1987,14087143,68.0,male,22,200.0,104.0,17.0,92.0,40.3
1988,17810504,48.0,female,64,170.0,69.0,11.0,85.0,39.7
1989,11122624,159.0,female,39,174.0,74.0,26.0,106.0,40.8
1990,18725655,79.0,female,52,169.0,70.0,14.0,99.0,40.4
1991,15351170,110.0,male,20,193.0,98.0,22.0,100.0,40.7
1992,19260401,19.0,female,38,157.0,57.0,5.0,83.0,39.3
1993,10966499,105.0,female,64,167.0,64.0,17.0,101.0,40.1
1994,15377942,209.0,male,65,204.0,112.0,25.0,106.0,40.9
1995,17894176,171.0,male,21,173.0,71.0,28.0,111.0,40.9
1996,11217124,70.0,female,44,180.0,74.0,13.0,98.0,39.9
1997,13451711,147.0,female,67,191.0,91.0,26.0,99.0,40.7
1998,19973268,59.0,female,59,156.0,56.0,10.0,98.0,39.9
1999,18059938,145.0,male,51,187.0,91.0,24.0,98.0,40.9
2000,10029380,194.0,female,64,176.0,77.0,27.0,112.0,40.8
2001,15659810,51.0,male,27,180.0,83.0,13.0,93.0,40.2
2002,11480876,83.0,male,58,199.0,102.0,15.0,91.0,40.4
2003,16496960,170.0,female,63,173.0,67.0,24.0,110.0,40.6
2004,14674170,145.0,female,59,154.0,56.0,23.0,102.0,40.8
2005,16335507,158.0,female,43,152.0,56.0,25.0,105.0,40.6
2006,19884433,122.0,female,50,165.0,71.0,21.0,101.0,40.4
2007,17376998,14.0,female,65,137.0,41.0,3.0,83.0,38.7
2008,18040047,158.0,male,49,177.0,78.0,23.0,106.0,40.9
2009,19712626,90.0,female,44,168.0,70.0,18.0,94.0,40.3
2010,11787901,60.0,male,42,179.0,81.0,16.0,87.0,40.3
2011,18210368,130.0,female,52,161.0,64.0,24.0,96.0,41.0
2012,16733217,30.0,female,79,166.0,71.0,5.0,98.0,38.9
2013,14350302,101.0,male,45,183.0,85.0,17.0,100.0,40.2
2014,17211607,51.0,male,36,184.0,93.0,11.0,93.0,39.8
2015,19169187,25.0,female,39,181.0,78.0,6.0,88.0,39.4
2016,13009293,25.0,male,59,169.0,76.0,8.0,78.0,39.4
2017,17272346,22.0,male,36,183.0,88.0,6.0,88.0,38.8
2018,11194310,55.0,female,78,152.0,57.0,12.0,83.0,40.0
2019,15335118,238.0,male,38,190.0,94.0,28.0,118.0,40.7
2020,17673217,2.0,male,22,207.0,110.0,1.0,81.0,37.8
2021,11472319,234.0,male,71,187.0,92.0,27.0,109.0,40.4
2022,16098146,61.0,male,55,194.0,100.0,11.0,92.0,39.4
2023,19805700,15.0,male,40,190.0,90.0,4.0,86.0,39.1
2024,15381428,36.0,female,44,148.0,53.0,8.0,87.0,39.8
2025,10488201,11.0,female,37,176.0,73.0,3.0,82.0,38.8
2026,15549903,183.0,male,55,180.0,86.0,26.0,104.0,40.3
2027,19748695,192.0,female,45,159.0,65.0,27.0,113.0,40.8
2028,19691231,117.0,female,20,155.0,60.0,21.0,102.0,40.5
2029,13585639,25.0,male,36,200.0,100.0,7.0,85.0,39.5
2030,10831861,92.0,female,37,144.0,47.0,17.0,96.0,40.0
2031,12561687,142.0,male,46,180.0,78.0,25.0,99.0,40.7
2032,13227061,50.0,male,55,194.0,102.0,10.0,88.0,40.0
2033,11919872,2.0,male,29,177.0,81.0,1.0,78.0,37.7
2034,19729140,218.0,male,75,196.0,99.0,29.0,99.0,41.0
2035,18181413,130.0,male,34,178.0,80.0,21.0,106.0,40.4
2036,15801734,72.0,male,33,188.0,83.0,17.0,93.0,40.5
2037,18014904,131.0,female,50,155.0,59.0,18.0,113.0,40.3
2038,12734542,14.0,male,34,179.0,73.0,5.0,85.0,39.2
2039,10104386,42.0,female,52,179.0,76.0,9.0,90.0,39.8
2040,18467206,69.0,female,32,188.0,77.0,17.0,88.0,40.7
2041,16256626,24.0,male,23,191.0,96.0,7.0,89.0,39.0
2042,13563263,158.0,female,67,175.0,74.0,25.0,103.0,41.0
2043,10440656,127.0,male,58,212.0,111.0,20.0,95.0,40.3
2044,11185966,161.0,male,60,173.0,79.0,26.0,98.0,40.7
